time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-2.99371455419e-07,5.47136134457e-07,10.0023111466,0.000469897372389,0.000290476164862,0.0,-2.57099845476e-05,4.47330861191e-05,0.0770354672419,0.020121362329,0.0130952158756,0.0,429.38388393939795,430.49311042492616,428.3105632983598,430.0180421132007
0.12000000000000001,-1.11527752835e-05,1.83437899274e-05,10.0107002572,0.00191790552269,0.000717660608675,0.0,-0.000404467626684,0.000690011869045,0.202586675807,0.0311442651177,-0.00884220528015,0.0,446.0369203413831,444.2419942351844,444.3016722878954,445.20439698765557
0.18,-4.90116049141e-05,0.000109403531511,10.027175467,0.00356508128928,0.000157438979943,0.0,-0.000798307121864,0.00253738951446,0.34655315717,0.0188020566212,-0.0103455135409,0.0,450.4547401717817,450.3333006292844,451.49453907545086,450.4980062201372
0.23999999999999996,-9.8529552346e-05,0.000365027785045,10.0577350405,0.00451462949183,6.28303652866,0.0,-0.000791766791546,0.00612462478399,0.671964896325,0.00908702467684,0.00372969921214,0.0,503.138392353658,504.15631751800885,503.7851890952288,503.08223367439746
0.3,-0.00014390517348,0.000820669216668,10.0994563706,0.00457800754607,6.28303162313,0.0,-0.000732343414359,0.00910066664333,0.718717366055,-0.0242889298571,-0.00907068217443,0.0,421.1833607988343,420.0750037882464,421.1069032968716,418.2102557853282
0.36000000000000004,-0.000182522849009,0.00145605847798,10.1456823706,0.00292180913055,6.28242900772,0.0,-0.000496228616156,0.0119201172832,0.822080814604,-0.0352281298158,-0.0120640792831,0.0,437.9326544442654,437.6837519951892,439.6716392441191,438.7642932233025
0.4200000000000001,-0.000192297451697,0.00222924683515,10.2001882951,0.000987089831897,6.28119429166,0.0,0.000267921893817,0.013624909623,0.994649278265,-0.0268638068887,-0.0489311327901,0.0,461.8515702414573,458.93483300240894,459.3822611840302,460.04458249666976
0.48000000000000015,-0.000117664287197,0.00306265168089,10.2653985579,6.28222358435,6.27845359633,0.0,0.0025435098866,0.0139552628992,1.17885343353,-0.0471343938104,-0.039860097938,0.0,463.7547146653858,464.46544308345693,464.38994256393204,462.79694411104185
0.5400000000000001,0.000153396192557,0.00386622080793,10.3413626327,6.27890257494,6.27605877723,0.0,0.00676125214129,0.0124945696732,1.35309028375,-0.0817668499531,-0.0400209469516,0.0,461.6942771678733,461.68083896392005,462.1554335502358,459.4155487746749
0.6000000000000002,0.000699635493557,0.00451887387173,10.4235611027,6.27380624526,6.27432422658,0.0,0.0116313887807,0.00880049502361,1.38681412434,-0.0921820987055,-0.0128439502749,0.0,415.5879007937175,417.96252913578115,418.0951863501467,417.1803494925519
0.6600000000000003,0.00158739634664,0.00482772793137,10.5101911141,6.26841965868,6.27324870747,0.0,0.0180526187283,0.000928533275047,1.50070295551,-0.0853565903581,-0.0307628877373,0.0,443.5652122494351,442.09137488995094,443.31908402764867,443.8727413259777
0.7200000000000003,0.00289785316627,0.00453545632392,10.6047359387,6.26355745023,6.27181144075,0.0,0.0258038517716,-0.0112123639737,1.65057587481,-0.0735615696826,-0.0129756247795,0.0,455.0938743028036,456.51515789300515,453.0950343355444,454.03700216935823
0.7800000000000004,0.00472560428645,0.00336672527867,10.7103656263,6.25880876629,6.27084164547,0.0,0.0352208629101,-0.0282826473136,1.87006799533,-0.0936735163028,-0.0234529564668,0.0,476.91191399496597,476.11114308678236,476.1730205477023,474.62734452727256
0.8400000000000004,0.00712189913081,0.00110144305174,10.8273525498,6.25443922487,6.26919489645,0.0,0.0448196707492,-0.0477539548224,2.02921055337,-0.0483026560568,-0.0369477192853,0.0,458.95842024249237,457.8859894663479,457.2126407579889,460.8081317952436
0.9000000000000005,0.0101114412922,-0.00237704184733,10.952380474,6.2512933752,6.26782770656,0.0,0.0550045435148,-0.0685001315546,2.1381763547,-0.0623213060843,-0.00368640313912,0.0,443.97663584347566,446.69691813583455,442.92121155753364,441.7649725732175
0.9600000000000005,0.0137972908904,-0.00730369610248,11.0880935678,6.24811298882,6.26703459709,0.0,0.0678895458977,-0.0961283189165,2.38509566395,-0.038938891339,-0.0506969744006,0.0,487.6923940710063,484.1684492605068,484.4598841637369,486.21299731037806
1.0200000000000005,0.0182447015266,-0.0138658514146,11.2359158097,6.24603119193,6.26414417139,0.0,0.0806789638631,-0.122840720571,2.54196015704,-0.0273356972056,-0.0435541063303,0.0,460.16052416907354,460.72425112209527,459.34535880797614,460.26406546063174
1.0800000000000005,0.0235016706128,-0.0220348905177,11.3920818335,6.24419388435,6.26161092977,0.0,0.0948184399101,-0.149631970729,2.66328388255,-0.0381710380233,-0.0396796922582,0.0,450.5341561315371,450.8463528929643,449.6976833239339,448.8188251120673
1.1400000000000006,0.029611734127,-0.0317706673838,11.5534337989,6.24171444557,6.26072481932,0.0,0.108981024583,-0.175114555512,2.71497809465,-0.0485205260317,0.0124255007295,0.0,426.17537219702905,430.6056683240689,429.02846963963515,428.1478406406911
1.2000000000000006,0.0366308709992,-0.0431810506987,11.7201676999,6.2383547521,6.26128454096,0.0,0.124912715615,-0.20554354099,2.84249369739,-0.0783502112135,0.00227666625908,0.0,452.79645862441424,451.97915613788336,454.39836300095874,451.99838541771993
1.2600000000000007,0.0446818366762,-0.0566760179098,11.8984681656,6.2334919524,6.26153648521,0.0,0.143413131402,-0.244856806404,3.10015935672,-0.087069480154,0.00779073797819,0.0,491.3390543398269,491.74760246583463,492.6452874628442,491.99551849702624
