time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-1.89644507057e-08,1.04523645464e-10,0.026163869157,6.36137000853e-08,1.14745554169e-05,0.0,-1.87880823739e-06,1.04518032358e-08,0.871896420641,3.09251349784e-06,0.000571078957801,0.0,899.955495974,899.978602237,-0.00712689594387,0.48445799534
0.12000000000000001,-9.50891991627e-07,5.10301363911e-09,0.104548038873,3.03635760979e-07,6.97179304758e-05,0.0,-3.91682543993e-05,2.02012174722e-07,1.7400198459,5.77141403109e-06,0.00175840101481,0.0,899.9485028,899.996530925,0.228062978802,0.516414475304
0.18,-7.04921213114e-06,3.33015846473e-08,0.234786736377,7.03906207988e-07,7.40978562392e-05,0.0,-0.000176262145528,8.17415171876e-07,2.59974069441,8.43226215491e-06,-0.00353162661252,0.0,900.009104034,899.794997482,0.321158092586,0.57145295824
0.23999999999999996,-1.89499747208e-05,1.16712791737e-07,0.416247686007,1.19330447568e-06,6.28286985964,0.0,-0.000158177163281,2.06693203854e-06,3.44681787972,7.61480816973e-06,-0.0131925948197,0.0,900.022211434,899.631282622,0.5928526273,0.530515171037
0.3,-8.69342326615e-06,2.95258457411e-07,0.648066878918,1.66063521956e-06,6.2817188829,0.0,0.000694127223011,3.97812457873e-06,4.27777759816,8.01481881598e-06,-0.0351995302239,0.0,900.355888254,899.465379105,0.46612683129,0.515207612675
0.36000000000000004,0.000111228517821,6.07563284117e-07,0.929163305765,2.13710966079e-06,6.27933662571,0.0,0.00375788359048,6.52540536791e-06,5.08887052152,7.86809104816e-06,-0.0507191242678,0.0,900.291159874,899.663078085,0.591184302884,0.573512391666
0.4200000000000001,0.000519415870501,1.0911636824e-06,1.25823696278,2.60919510708e-06,6.27608247526,0.0,0.0104698082156,9.68237765792e-06,5.87655473918,7.86809022022e-06,-0.0624048916688,0.0,900.215197832,899.741878195,0.410766173595,0.345245569538
0.48000000000000015,0.00146428665762,1.78163231768e-06,1.63379583063,3.08128050364e-06,6.2721040935,0.0,0.0217606601127,1.34163224392e-05,6.63797651024,7.86808939228e-06,-0.0755444338152,0.0,900.266887209,899.734209947,0.0752165658426,0.201963497397
0.5400000000000001,0.00324375924672,2.71257394161e-06,2.05417883181,3.54580101103e-06,6.26730370359,0.0,0.0384080389055,1.7692366369e-05,7.3703596104,7.48984543722e-06,-0.0908867066777,0.0,900.242637035,899.619956904,-0.16598544402,0.433840059556
0.6000000000000002,0.00620362298492,3.91498821436e-06,2.51756797129,3.99216086588e-06,6.26149678376,0.0,0.0612380694472,2.24563273313e-05,8.07125222136,7.3383016911e-06,-0.112430450752,0.0,900.164067202,899.288853293,-0.105063633319,0.245145860301
0.6600000000000003,0.0107449183825,5.41654716196e-06,3.02203825916,4.43224397895e-06,6.25425413804,0.0,0.0913027642764,2.76573544713e-05,8.73953211324,7.32755226865e-06,-0.147497083813,0.0,900.366805866,898.941363329,-0.0279809527119,0.128196955555
